Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
32458,2019-01-20 11:52:57,340951438290556,fraud_Flatley-Durgan,misc_net,861.36,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,c56ca9e01e542062a081c567a4686fba,1327060377,41.98813,-74.84994300000001,1,12776.0
865693,2019-12-19 00:33:34,377993105397617,fraud_Hudson-Ratke,grocery_pos,285.07,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,be471e07db050ddf91802ae70678758f,1355877214,43.972321,-88.664733,1,54904.0
822369,2019-12-09 03:23:21,2266735643685262,fraud_Koepp-Parker,grocery_pos,316.82,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1972-07-25,1e787b206a1a9154a5f397dfaa6f6b40,1355023401,35.177042,-86.942305,1,38478.0
1295491,2020-06-21 01:53:35,3524574586339330,fraud_Schumm PLC,shopping_net,1210.91,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633000000000003,-80.4031,105638,"Librarian, public",1986-05-07,f75b35bed13b9e692f170dba45a15b21,1371779615,28.216707,-79.855648,1,
64574,2019-02-07 22:40:35,3544606805704278,"fraud_Roberts, Ryan and Smith",personal_care,50.12,Carolyn,Thomas,F,755 Solis Isle Suite 075,New Memphis,IL,62266,38.4857,-89.6816,254,Magazine journalist,1952-05-07,a728e88fca93bd72c1ef20bdb2aae12d,1328654435,38.173432,-90.656565,1,63020.0
292789,2019-05-24 09:03:56,180042946491150,fraud_Kris-Weimann,misc_net,757.99,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,bcd8b5bf1ebd076d6ef0998f637d76cd,1337850236,27.732333,-82.436047,1,33570.0
1182033,2020-05-08 22:44:49,3576207763781753,fraud_Goyette Inc,shopping_net,1034.52,Randy,Warner,M,554 Harrell Ferry Suite 533,Brookfield,WI,53045,43.0668,-88.1469,41111,Fitness centre manager,1940-07-30,67d5128cb7b432991b2aeb20f29c1652,1368053089,43.525126,-88.963724,1,53956.0
1147152,2020-04-23 01:10:26,6535328428560433,"fraud_Lockman, West and Runte",grocery_pos,301.61,Michelle,Beck,F,2887 Olson Road Suite 439,Minneapolis,MN,55428,45.0632,-93.3811,1022298,Analytical chemist,1967-10-28,a296c2d67652ea420c5e01b3a275a3f3,1366679426,45.624616,-92.514333,1,54837.0
278156,2019-05-17 22:37:19,3533800906065217,fraud_Kiehn-Emmerich,grocery_pos,343.27,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,a7501358c84a4595749ae99247e06bd7,1337294239,40.863615,-99.383553,1,68858.0
1213795,2020-05-22 23:41:54,4220495028289516646,fraud_Terry-Huel,shopping_net,1128.68,Bethany,Andrade,F,7898 Wanda Springs,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,1966-05-22,c0be6e4e2c13e37c3338b411ad8247e5,1369266114,33.366314,-117.074425,1,92059.0
789018,2019-12-01 20:46:57,3541687240161491,"fraud_Feil, Hilpert and Koss",food_dining,110.54,Mark,Nguyen,M,62631 Ashley Ramp Apt. 965,Sea Island,GA,31561,31.1989,-81.3322,298,"Engineer, structural",1963-04-22,94439dba14b845faa1419cff264bb2a8,1354394817,30.243604,-81.95279000000001,1,32234.0
16725,2019-01-10 22:14:49,6526955903501879,"fraud_Kuhic, Bins and Pfeffer",shopping_net,1161.58,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,f13c684823669ed4d2014008e3b87990,1326233689,25.919818,-82.500661,1,
1202397,2020-05-17 22:01:45,30103132002433,"fraud_Medhurst, Cartwright and Ebert",personal_care,21.0,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,1987-10-26,0417c1d680e0db41bb7d788db9378771,1368828105,41.489279,-78.305863,1,15834.0
1192967,2020-05-12 23:39:21,213198837352314,"fraud_Schmeler, Bashirian and Price",shopping_net,1108.02,John,Vega,M,4483 Sharp Ferry Apt. 468,Garfield,KS,67529,38.0649,-99.2374,365,Equality and diversity officer,1991-02-03,5740ca962dd5d84e7ef65bc8bf64b70e,1368401961,37.225054,-99.430178,1,67127.0
983916,2020-02-04 03:02:11,3551512895305309,fraud_Kunze Inc,grocery_pos,306.63,Erika,Anderson,F,3786 Hale Corners,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",1947-07-15,f46700293901f612e9e5aa82bf8bb646,1359946931,36.812732,-86.278192,1,42122.0
921847,2019-12-30 23:40:41,571465035400,fraud_Schmidt and Sons,shopping_net,1115.07,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,858e5361ef522f2ad556065b78db7af8,1356910841,43.850309,-108.44898899999998,1,
600316,2019-09-12 04:40:16,3598215285024754,fraud_Corwin-Gorczany,misc_net,897.25,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,9ee92df1749cf9d252464cf11f5ee3bf,1347424816,41.32746,-73.404423,1,6896.0
921553,2019-12-30 22:41:01,213155997615567,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,1177.64,James,Yoder,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,1978-10-04,8365cfa9e8af71217867d33200fb4377,1356907261,39.882009,-79.893212,1,15458.0
213135,2019-04-19 02:13:24,6011197122270059,fraud_O'Keefe-Hudson,grocery_pos,306.26,Vincent,Ward,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,ef42355cd0588aa36c892c546f6a5d9d,1334801604,42.147028000000006,-72.005133,1,1507.0
24097,2019-01-14 23:36:30,180031190491743,fraud_Fritsch LLC,travel,10.2,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,ea62a6e5991cf818d330622a0d4cf598,1326584190,31.648465,-88.117149,1,36538.0
975562,2020-01-30 22:47:22,371034293500716,fraud_Huel-Langworth,misc_net,681.11,Jeremy,Jones,M,5758 Yates Center,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,1966-02-21,35a36c8690c0908f42cca800e7523591,1359586042,39.960039,-121.027669,1,95971.0
87962,2019-02-21 14:30:20,573860193545,"fraud_Schmeler, Bashirian and Price",shopping_net,1031.32,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,218e856359fef3039371769a15ea9221,1329834620,42.040714,-87.781628,1,60053.0
1168456,2020-05-03 02:58:31,675945690716,fraud_Lockman Ltd,grocery_pos,338.66,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000-06-09,dc1ae48370d8c58723cdaf2fcf07ad3b,1367549911,40.802384,-79.766853,1,16023.0
1110905,2020-04-07 02:04:58,4010002218955876,"fraud_Zboncak, Rowe and Murazik",shopping_net,1054.15,Jennifer,Bishop,F,589 Matthew Brooks,Houston,TX,77026,29.7972,-95.3288,2906700,Animator,1983-08-24,7b8c1c1c6e75ac516bfa1cc93d4da5a0,1365300298,28.862328,-95.736039,1,
1295166,2020-06-20 22:54:01,3573030041201292,fraud_Stiedemann Ltd,food_dining,112.06,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,32513404a69a51a86da9e0cf6832e568,1371768841,41.111935,-110.198219,1,82936.0
63416,2019-02-07 00:48:07,180049032966888,fraud_Hudson-Ratke,grocery_pos,314.79,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,1986-04-15,206e980c4f29bc0002a59fddb33c9757,1328575687,47.293796,-89.635554,1,
151644,2019-03-23 00:17:48,6540981358631302,"fraud_Goldner, Kovacek and Abbott",grocery_pos,298.33,Bryan,Torres,M,152 James Centers Apt. 768,Detroit,MI,48221,42.426,-83.15,673342,Retail manager,1967-06-19,023da6925097e0997de2309f3bab12a4,1332461868,41.50165,-82.274837,1,44053.0
346538,2019-06-11 23:26:36,4464457352619,fraud_Jast and Sons,food_dining,136.14,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1990-01-24,5fd9736d57af9b7342db19ad1c66e75d,1339457196,29.699383,-83.833639,1,
252784,2019-05-06 03:06:47,180056173248083,"fraud_Schultz, Simonis and Little",grocery_pos,277.17,Larry,Warner,M,145 Jeffrey Key Suite 668,Lakeview,MI,48850,43.4269,-85.2924,4474,Emergency planning/management officer,1976-01-15,315d39ecf211723e026ab3b14cad4642,1336273607,43.281135,-85.079532,1,48888.0
772944,2019-11-26 22:30:25,4364010865167176,fraud_Halvorson Group,misc_pos,8.41,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,209895f9fc9cff8e9494fe6403b6eb20,1353969025,39.242766,-120.592982,1,
370620,2019-06-20 22:15:15,2248348993063230,fraud_Pacocha-Bauch,shopping_pos,872.27,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,f9bf0a73a45dd5053ae3436e999dbb41,1340230515,40.788008000000005,-80.865948,1,44423.0
1238676,2020-05-31 22:20:14,4841313716651064,"fraud_Schmeler, Bashirian and Price",shopping_net,1094.14,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",1989-10-28,9c9fdd786f9586ffeaf3007f58a785d5,1370038814,43.983762,-73.323483,1,5734.0
464720,2019-07-24 00:37:26,213173753804333,"fraud_Towne, Walker and Borer",grocery_net,13.01,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",1959-10-07,08ce7012322374cd1f99188ff721b481,1343090246,41.175865,-86.529371,1,46968.0
731323,2019-11-09 01:57:20,3560246577314524,fraud_DuBuque LLC,grocery_pos,296.56,Sarah,Scott,F,03090 Fisher Forges Apt. 200,Wichita,KS,67216,37.6223,-97.3136,409656,Textile designer,1930-10-21,8cdeea12d430eb400bdf2d0aafcf3303,1352426240,38.427134,-98.064648,1,67457.0
915378,2019-12-29 22:27:56,4048508450704760,fraud_Altenwerth-Kilback,home,247.02,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,e1410ed73b2ff9d7bb0dd8f30e8466d3,1356820076,41.252701,-97.16995,1,68632.0
515011,2019-08-11 03:48:42,3500969075198072,fraud_Heller-Abshire,grocery_net,9.27,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,df81d53f55f214bb752f4ca41845d6b9,1344656922,46.775306,-117.135449,1,99165.0
102334,2019-02-28 23:28:13,4642894980163,"fraud_Monahan, Hermann and Johns",travel,9.68,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1990-07-13,42be3f2aa8b14f0a8bd7d4e098861c78,1330558093,41.388928,-94.180653,1,50072.0
1208674,2020-05-19 22:42:06,30143535920989,fraud_Beier LLC,entertainment,442.43,Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,3ecde968375637cea0c5160c525e053a,1369003326,39.136103000000006,-75.045834,1,8349.0
799088,2019-12-03 23:12:49,5130484058948421,fraud_Abshire PLC,entertainment,565.3,Ronald,White,M,25713 Hamilton Grove Apt. 903,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,1978-12-25,e8326853d605ec7c31471d4c05362479,1354576369,41.677507,-84.708877,1,49232.0
681437,2019-10-17 23:18:24,180065479077096,"fraud_Hyatt, Russel and Gleichner",health_fitness,18.05,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,7607e93540a4cba11e0df2ad7ccb86dc,1350515904,39.593523,-76.908774,1,21074.0
616483,2019-09-19 07:26:55,5154903938030655,fraud_Dibbert-Green,entertainment,469.03,Felicia,Combs,F,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,1993-10-05,b5b64f52c2e5ae55eed30fa351f3a413,1348039615,38.62987,-79.737036,1,24920.0
139686,2019-03-17 11:14:59,4355790796238264643,"fraud_Stroman, Hudson and Erdman",gas_transport,23.33,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,1969-08-04,f0399fceb10d516d4e9f642a9b188a05,1331982899,39.887176,-91.540577,1,63471.0
963788,2020-01-24 03:02:23,4935858973307492,fraud_Cole PLC,grocery_pos,285.54,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.17399999999999,1841,Film/video editor,1975-06-01,48b1d6fcb984dff6446c387546a420b3,1358996543,33.024799,-83.204649,1,31061.0
1033723,2020-03-03 23:45:47,4379260813815979609,fraud_Price Inc,shopping_net,1033.53,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,6dda34eea612b529ec90ca52ae36f449,1362354347,38.17295,-121.908292,1,94585.0
1266764,2020-06-10 00:20:47,3549202406645667,fraud_Kutch-Hegmann,grocery_net,12.66,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933-04-02,92a14e58d316edfcd105a98e593286fe,1370823647,44.503495,-71.290786,1,3570.0
557932,2019-08-25 23:09:00,4162872756672112717,fraud_Kuhic LLC,shopping_net,1079.14,Jacqueline,Johnson,F,0467 Jerry Pines Apt. 640,Ridge Spring,SC,29129,33.8714,-81.6559,3164,Field trials officer,1961-01-30,f1d9f9c762f1ab969a1cc5143f08c8bc,1345936140,33.122728,-82.51553100000001,1,30803.0
951757,2020-01-17 02:19:18,4509922033272157,"fraud_Mosciski, Gislason and Mertz",grocery_pos,359.01,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,1972-03-28,a6f82f59ef38918475eb361e510aa97d,1358389158,43.902342,-96.99053,1,57016.0
567971,2019-08-29 22:54:03,180094419304907,"fraud_Yost, Schamberger and Windler",kids_pets,18.06,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,58f5780b3c2cd42fcfbec793574157c4,1346280843,34.498558,-116.311879,1,
1102703,2020-04-03 23:20:50,3559160581764413,fraud_Doyle Ltd,grocery_pos,305.61,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1974-02-15,ce303c21bbecc75334b69a642c9716c3,1365031250,42.81988,-78.384472,1,14037.0
872640,2019-12-20 22:33:50,377993105397617,fraud_Corwin-Gorczany,misc_net,783.61,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,59f3eade4da211db91de528f1c80afc6,1356042830,44.864052,-89.13051899999999,1,54499.0
815506,2019-12-08 01:24:28,4430881574719618,fraud_Kiehn-Emmerich,grocery_pos,299.41,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,1939-11-04,0c5bdba9df42b2f74bf08f3a99ab5525,1354929868,40.095587,-106.387033,1,80459.0
278403,2019-05-18 01:37:09,675990301623,fraud_Boyer-Reichert,shopping_net,1017.3,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,1994-03-13,b9e8dccbf0abdaf029ca2be9e9c6f423,1337305029,41.503255,-74.441906,1,12721.0
396093,2019-06-30 00:47:52,4265776278887457,"fraud_Osinski, Ledner and Leuschke",grocery_pos,324.16,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",1954-01-05,da97810685a4e748b2bb2229947f4b69,1341017272,35.151109000000005,-91.809152,1,72102.0
1024868,2020-03-01 00:23:52,4181833256558613886,fraud_Miller-Hauck,grocery_pos,321.73,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,d71647eadfe3ba74a1b9c4f9f0204894,1362097432,36.671428000000006,-105.248443,1,87718.0
228949,2019-04-25 23:28:39,3556613125071656,fraud_Ankunding LLC,shopping_net,999.18,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,e1602b25e1ce43c9449e189b41c3e7e5,1335396519,28.410989,-95.113195,1,
364579,2019-06-17 23:26:18,571314334723,"fraud_Hintz, Bauch and Smith",health_fitness,18.52,Lori,Mclean,F,4548 Werner Wells Apt. 441,Mc Clellandtown,PA,15458,39.8882,-79.8694,2379,"Sales professional, IT",1971-01-19,4b60094f2fc4b8d3ae934defb716490f,1339975578,38.895057,-80.737837,1,26430.0
619649,2019-09-20 23:05:00,5154903938030655,fraud_Altenwerth-Kilback,home,265.76,Felicia,Combs,F,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,1993-10-05,2bd5f65b06ccbdfb281b80b39dbd3071,1348182300,37.026343,-79.31350400000001,1,24563.0
47879,2019-01-29 00:03:40,4155021259183870,fraud_Huels-Nolan,gas_transport,13.2,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,09d817b6ca571dd4d441e6b3a77b394c,1327795420,34.625646,-98.456659,1,73505.0
21693,2019-01-13 23:57:30,4666314527820883145,fraud_Kozey-Boehm,shopping_net,1065.43,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",1974-06-21,049087fe5d27b77c7238fa46bb18c99d,1326499050,41.880236,-98.612455,1,68622.0
778941,2019-11-30 02:57:54,180038493344495,fraud_Heidenreich PLC,grocery_pos,318.71,Savannah,Clark,F,0947 Kelly Courts,Seattle,WA,98105,47.6633,-122.3022,837792,"Development worker, international aid",1957-04-20,4c38c65a9af62e96b58f0ef58618e0d9,1354244274,48.267284,-123.16986,1,
673054,2019-10-13 22:16:37,30248898834493,"fraud_Parisian, Schiller and Altenwerth",misc_net,736.16,Michael,Rodriguez,M,172 Paula Inlet Apt. 650,Cross Plains,TX,76443,32.1482,-99.1872,1897,Chief Operating Officer,1953-04-19,1d3f612a985f2fdbc35af46b350e9c0b,1350166597,32.134087,-98.828663,1,76471.0
78070,2019-02-15 23:59:30,503848303379,fraud_Jaskolski-Vandervort,misc_net,840.87,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1976-09-12,d765e9c027bbc57569430abb5bdb1f95,1329350370,25.994322,-82.482697,1,
1062811,2020-03-17 00:31:03,5289285402893489,fraud_Christiansen-Gusikowski,misc_pos,723.97,Amanda,Adams,F,08580 Jeremy Falls,Bay City,OR,97107,45.5197,-123.8761,1530,Colour technologist,1986-11-24,4b6c5242e0fe2d3ae6ab37f4bf964bbd,1363480263,45.002922,-124.500256,1,
21422,2019-01-13 21:10:28,3536918668124647,fraud_Terry-Huel,shopping_net,994.92,Michelle,Juarez,F,44864 Melton Vista Suite 310,San Jose,CA,95148,37.3304,-121.7913,973849,Science writer,1955-06-12,a2c0f59146a22479dd65bae74d6d7741,1326489028,38.075623,-122.14827,1,94510.0
553928,2019-08-24 22:58:18,4939976756738216,"fraud_Weber, Thiel and Hammes",kids_pets,20.28,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,c5a32c219cba8bfd8a1fe9fe79a3265a,1345849098,25.740198,-99.722033,1,
290209,2019-05-22 23:13:03,4996263498048679,fraud_Bechtelar-Rippin,food_dining,124.71,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1983-06-13,2a601b694c8b9fece6301e84361a11c0,1337728383,42.871306,-124.64786399999998,1,
1290340,2020-06-18 22:13:47,36890292963032,fraud_Kozey-Boehm,shopping_net,1077.64,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",1950-04-05,2ad48a91612d5c272badc69fb057c058,1371593627,33.397856,-81.736762,1,29809.0
878505,2019-12-22 00:57:41,4742883543039288059,fraud_Shields Inc,grocery_net,6.42,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",1991-04-13,2199174bcfb45d547e61fb438c609504,1356137861,19.608886,-155.733203,1,
50140,2019-01-29 23:40:36,4155021259183870,fraud_Schuppe LLC,entertainment,495.2,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,9f3200a0289e7c63ce4cacd29fc2a2a1,1327880436,34.150624,-98.49162,1,73562.0
1178469,2020-05-06 23:07:11,4536996888716062123,fraud_Lemke-Gutmann,shopping_net,1001.36,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,26960ddb478d5de47582dee4878233e3,1367881631,36.327189,-105.718466,1,87557.0
195630,2019-04-11 02:18:09,4393520897625,fraud_Deckow-O'Conner,grocery_pos,279.01,Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,1982-05-20,fd311b8180ca14649acb0d2ff3874d64,1334110689,39.670898,-94.295182,1,64493.0
739939,2019-11-11 23:35:58,4826655832045236,fraud_Brown PLC,misc_net,822.17,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,ccb5b429d9968c39cc45d05384d3e5dc,1352676958,42.336934,-70.069358,1,
149902,2019-03-22 02:20:46,2720830304681674,"fraud_Kutch, Steuber and Gerhold",food_dining,111.86,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,37040,36.522,-87.34899999999999,151785,Pathologist,1974-03-28,2a5de0c04d57612e33f953933cfccc9f,1332382846,37.188902,-87.91423,1,42445.0
626083,2019-09-23 03:53:02,180084576295055,fraud_Ledner-Pfannerstill,gas_transport,20.99,David,Kirby,M,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,1970-01-18,ea51268357ce23437ca4e64ef2733081,1348372382,27.881385,-97.312735,1,78374.0
717642,2019-11-02 22:02:43,4990494243023,fraud_Schaefer Ltd,kids_pets,3.44,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,470df06972be22eb8df99a4e98d0cf15,1351893763,38.765757,-79.521248,1,26814.0
1003098,2020-02-16 03:05:33,30235438713303,"fraud_Schaefer, McGlynn and Bosco",gas_transport,7.62,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,f2f0e9029c207c356740160f9931bc7c,1360983933,39.085528,-82.36980799999999,1,45695.0
